37000,443,13580,403003,564037,161034
37000,121,13605,447814,495282,47468
37000,566,13676,410537,490010,79473
37000,291,13469,448978,482055,33077
37000,114,13600,400426,449261,48835
37000,61,13595,546931,585576,38645
37000,446,13621,425182,560059,134877
37000,202,13656,355444,570079,214635
37000,254,13533,511525,576335,64810
37000,344,13561,405460,582055,176595
37000,449,13614,507500,528401,20901
37000,227,13572,373871,582617,208746
37000,188,13623,392895,466111,73216
37000,80,13683,435111,502146,67035
37000,212,13532,401426,476633,75207
37000,288,13558,361043,519371,158328
37000,285,13639,416091,450132,34041
37000,312,13573,380964,508666,127702
37000,143,13613,372952,481321,108369
37000,147,13651,367023,456605,89582
37000,351,13635,432354,636443,204089
49000,94,17973,580373,632243,51870
49000,384,17957,543972,677386,133414
49000,316,18079,552140,695906,143766
49000,306,18026,614959,660666,45707
49000,156,18036,604159,707750,103591
49000,386,18000,515764,609582,93818
49000,300,18035,714758,715006,248
49000,360,18067,568533,624968,56435
49000,250,18102,637053,735956,98903
49000,597,17919,624107,697241,73134
49000,520,18003,570685,671727,101042
49000,246,17975,635000,646238,11238
49000,239,17900,458304,684623,226319
49000,29,17861,511844,709518,197674
49000,351,18076,596276,623627,27351
49000,149,18049,575050,897686,322636
49000,474,17950,558214,666294,108080
49000,544,18074,642997,678372,35375
49000,227,17962,456686,677082,220396
49000,265,18033,609621,720730,111109
49000,296,17944,538091,929935,391844
49000,510,18074,523783,608450,84667
49000,275,18050,483022,612247,129225
49000,233,18139,639842,662422,22580
49000,190,18012,656512,722471,65959
49000,328,18068,581106,660596,79490
49000,304,18087,541275,707637,166362
49000,37,18108,715419,719799,4380
49000,435,17975,563014,674788,111774
49000,325,17977,565791,621159,55368
49000,111,17948,585661,629601,43940
49000,192,17997,590164,695518,105354
49000,312,18045,724270,736857,12587
49000,294,17814,561019,676706,115687
49000,103,18174,550658,668412,117754
49000,418,18104,509937,742496,232559
49000,110,17969,528856,622598,93742
49000,200,18046,483154,699499,216345
49000,318,17926,740776,777728,36952
49000,192,18047,481860,669920,188060
49000,409,17988,490092,585715,95623
2000,43,722,17416,21664,4248
2000,37,719,16228,17754,1526
2000,35,737,15157,20593,5436
2000,39,730,19562,22022,2460
2000,57,716,15338,21350,6012
2000,37,727,15571,19877,4306
2000,48,737,15124,24021,8897
2000,19,712,15288,19798,4510
2000,57,745,14512,20060,5548
2000,40,739,16409,23235,6826
2000,77,725,16805,17714,909
2000,34,739,14194,29557,15363
2000,73,726,17593,20834,3241
2000,18,718,15596,21910,6314
2000,100,725,13362,19658,6296
2000,7,734,20839,24880,4041
2000,57,729,16868,21664,4796
2000,12,748,15984,21821,5837
2000,123,737,14414,22018,7604
2000,105,720,18754,21048,2294
2000,72,724,16564,22117,5553
2000,18,731,17405,26047,8642
2000,145,742,17410,24639,7229
2000,87,729,14901,18631,3730
2000,124,754,12438,20433,7995
2000,58,735,13566,23230,9664
2000,82,729,16047,20376,4329
2000,139,730,15452,19466,4014
2000,45,726,27927,28015,88
2000,52,738,16949,19045,2096
2000,25,744,16443,22456,6013
2000,78,762,15468,20038,4570
2000,59,756,14315,16797,2482
2000,107,732,14884,17239,2355
2000,78,755,21885,24077,2192
2000,55,762,16722,22715,5993
2000,48,736,14456,17569,3113
2000,16,742,14535,22379,7844
2000,60,730,20669,22905,2236
2000,43,746,15058,19076,4018
2000,7,703,19569,21874,2305
2000,51,762,13410,24058,10648
2000,93,738,15493,26619,11126
2000,88,723,13654,23119,9465
2000,34,748,19470,22301,2831
2000,67,740,13977,18240,4263
2000,81,727,18187,18989,802
2000,97,747,16331,23258,6927
2000,83,774,18488,20313,1825
2000,74,738,15805,18281,2476
14000,165,5083,167525,172985,5460
14000,99,5186,132290,256707,124417
14000,86,5141,152950,184971,32021
14000,58,5128,134363,186968,52605
14000,190,5163,145301,162685,17384
14000,63,5124,146985,172405,25420
14000,200,5148,156141,192463,36322
14000,90,5181,137554,168470,30916
14000,84,5123,157705,170719,13014
14000,109,5110,126983,167184,40201
14000,219,5112,167403,186114,18711
14000,77,5145,130214,196900,66686
14000,73,5144,136886,149132,12246
14000,175,5142,144465,185927,41462
14000,16,5209,136534,238279,101745
14000,149,5135,121746,157868,36122
14000,91,5254,133089,172726,39637
14000,110,5173,119091,181664,62573
14000,16,5172,121944,157606,35662
14000,196,5198,137263,165335,28072
14000,270,5172,130162,168648,38486
14000,238,5158,158350,170654,12304
14000,84,5159,137298,165076,27778
14000,20,5139,135324,168155,32831
14000,132,5132,146474,165353,18879
14000,237,5185,114768,146399,31631
14000,126,5184,145378,162738,17360
14000,273,5165,148456,205974,57518
14000,83,5128,150386,176184,25798
14000,126,5131,121852,178585,56733
14000,38,5157,155572,178753,23181
14000,67,5187,155023,187354,32331
14000,202,5156,159522,173949,14427
14000,107,5105,118791,183404,64613
14000,124,5159,135388,166863,31475
14000,19,5131,117529,165746,48217
14000,107,5129,129713,191392,61679
14000,94,5126,146139,187835,41696
14000,163,5144,165383,189955,24572
14000,128,5180,139103,183372,44269
14000,64,5210,140858,158074,17216
14000,186,5208,138413,170204,31791
14000,271,5064,134170,153670,19500
14000,40,5120,119786,149013,29227
14000,128,5172,131816,180822,49006
14000,80,5200,165326,167133,1807
14000,37,5078,155109,168479,13370
14000,94,5093,158131,218298,60167
14000,63,5082,150543,167553,17010
14000,208,5183,129090,171193,42103
26000,73,9442,209923,301970,92047
26000,533,9502,253787,289996,36209
26000,425,9518,341969,380925,38956
26000,192,9517,306058,344822,38764
26000,434,9615,248889,338111,89222
26000,206,9533,279607,356092,76485
26000,318,9589,256520,335271,78751
26000,275,9587,300829,393135,92306
26000,195,9594,367682,390347,22665
26000,266,9541,260243,341126,80883
26000,220,9484,278743,351484,72741
26000,91,9558,303246,371977,68731
26000,36,9631,248963,313753,64790
26000,211,9509,244822,280433,35611
26000,175,9466,224975,347432,122457
26000,170,9538,261121,331972,70851
26000,61,9618,250259,337891,87632
26000,110,9551,250742,314850,64108
26000,577,9559,343458,397599,54141
26000,282,9548,264781,343629,78848
26000,238,9535,260424,332356,71932
26000,384,9566,262740,333164,70424
26000,220,9626,294977,413773,118796
26000,106,9596,257272,374416,117144
26000,400,9528,284659,352135,67476
26000,102,9546,264971,366202,101231
26000,333,9543,287746,392181,104435
26000,156,9500,265884,333807,67923
26000,84,9579,245703,322839,77136
26000,12,9565,320446,355187,34741
26000,334,9620,306346,319604,13258
26000,174,9594,256998,398541,141543
26000,136,9603,362649,402817,40168
26000,111,9498,218003,297913,79910
26000,257,9513,253786,347930,94144
26000,38,9578,249397,349446,100049
26000,206,9466,288520,306652,18132
26000,61,9542,407630,415393,7763
26000,249,9576,320127,342944,22817
26000,194,9549,285707,424041,138334
26000,131,9548,281972,321992,40020
26000,196,9551,236391,411080,174689
26000,67,9643,317970,330304,12334
26000,240,9583,290720,338021,47301
26000,207,9508,277948,348588,70640
26000,383,9534,304580,348688,44108
26000,88,9631,266465,319962,53497
26000,280,9557,272389,326818,54429
26000,335,9566,254528,340205,85677
26000,105,9536,245883,318327,72444
38000,426,14039,420266,509705,89439
38000,457,13875,435687,474257,38570
38000,176,14007,410367,530661,120294
38000,705,14074,540592,556768,16176
38000,148,13934,400328,515812,115484
38000,341,13975,445215,503408,58193
38000,110,13947,387601,502017,114416
38000,259,14019,450343,476543,26200
38000,417,13985,369479,471176,101697
38000,44,13956,408729,486037,77308
38000,262,13986,401937,484485,82548
38000,64,13958,403379,512200,108821
38000,262,13881,460824,501610,40786
38000,178,13951,377090,528738,151648
38000,483,13980,398131,469839,71708
38000,123,13924,419825,582573,162748
38000,161,13962,356865,483274,126409
38000,269,13970,346471,504615,158144
38000,137,14070,397348,488347,90999
38000,407,14047,429539,552993,123454
38000,244,13977,364688,477258,112570
38000,237,13941,366116,504146,138030
38000,210,14018,423538,522749,99211
38000,153,13971,399425,461410,61985
38000,170,14033,381878,556809,174931
38000,281,14049,354363,488475,134112
38000,207,13984,540226,634238,94012
38000,136,14135,354912,472272,117360
38000,318,13868,416824,491304,74480
38000,426,14015,412463,488306,75843
38000,119,13951,435046,558557,123511
38000,216,14076,472638,479890,7252
38000,385,14053,443781,512536,68755
38000,149,13948,447034,535409,88375
38000,121,14138,420836,515911,95075
38000,173,13955,530674,556970,26296
38000,332,14045,371631,469479,97848
38000,130,14007,480041,519039,38998
38000,217,13946,479415,551693,72278
38000,228,13967,393560,545866,152306
38000,51,14106,371895,513531,141636
38000,315,14021,351415,496041,144626
38000,227,14008,435966,555189,119223
38000,217,14009,444073,518319,74246
38000,341,14004,435860,529917,94057
38000,257,14065,453163,559183,106020
38000,241,14003,432971,683888,250917
38000,277,14077,414795,497443,82648
38000,113,13958,438064,490612,52548
38000,169,13963,395122,481972,86850
50000,299,18375,539890,676607,136717
50000,321,18358,818014,846386,28372
50000,97,18366,520475,630800,110325
50000,178,18255,532875,604284,71409
50000,249,18349,500789,714075,213286
50000,60,18468,617657,684027,66370
50000,674,18345,561316,637501,76185
50000,152,18494,601410,660037,58627
50000,450,18336,578471,697057,118586
50000,260,18344,513547,750131,236584
50000,206,18425,513912,677916,164004
50000,416,18354,609033,688012,78979
50000,493,18418,569397,849640,280243
50000,284,18309,485045,796282,311237
50000,158,18431,601201,686678,85477
50000,98,18407,531676,903217,371541
50000,83,18502,627110,839587,212477
50000,110,18329,543344,721946,178602
50000,277,18446,588889,685525,96636
50000,246,18390,495750,823747,327997
50000,572,18375,536088,736519,200431
50000,169,18423,597825,778151,180326
50000,215,18308,594105,750107,156002
50000,548,18420,501434,587572,86138
50000,384,18363,495937,668375,172438
50000,464,18451,549615,733170,183555
50000,473,18248,508365,669920,161555
50000,384,18548,561908,623695,61787
50000,426,18511,647401,876757,229356
50000,127,18389,532798,656296,123498
50000,286,18463,475155,672980,197825
50000,155,18412,567751,698966,131215
50000,468,18454,596986,732112,135126
50000,131,18333,580368,778878,198510
50000,343,18404,563500,687863,124363
50000,179,18276,549867,670366,120499
50000,752,18357,605544,640967,35423
50000,26,18446,553662,707451,153789
50000,309,18388,515243,756188,240945
3000,7,1114,27760,30383,2623
3000,46,1120,26540,46489,19949
3000,95,1107,24728,28532,3804
3000,58,1075,22172,32904,10732
3000,56,1095,23682,33686,10004
3000,80,1104,25061,29825,4764
3000,63,1110,24116,33051,8935
3000,58,1096,26364,29024,2660
3000,86,1141,27174,29972,2798
3000,26,1145,21640,34231,12591
3000,36,1138,21015,28859,7844
3000,35,1140,22827,31854,9027
3000,138,1077,21368,27813,6445
3000,25,1127,25352,31242,5890
3000,140,1111,26127,26621,494
3000,27,1109,23740,30705,6965
3000,148,1106,26178,28284,2106
3000,59,1131,33075,35381,2306
3000,68,1133,28318,33315,4997
3000,27,1129,24357,29014,4657
3000,54,1073,22785,35227,12442
3000,34,1118,27451,29439,1988
3000,93,1115,22674,31098,8424
3000,39,1106,27527,29803,2276
3000,69,1120,25931,36677,10746
3000,96,1116,22827,29618,6791
3000,97,1111,22630,32316,9686
3000,34,1091,28618,33559,4941
3000,36,1128,27849,31259,3410
3000,45,1114,31371,37657,6286
3000,64,1112,23229,31599,8370
3000,114,1103,24902,30828,5926
3000,96,1105,20077,31118,11041
3000,67,1117,25453,32142,6689
3000,49,1145,32793,35440,2647
3000,104,1122,28099,34053,5954
3000,43,1130,21091,28749,7658
3000,57,1121,20454,33328,12874
3000,56,1109,31434,34411,2977
3000,137,1117,22369,32484,10115
3000,81,1107,23185,33735,10550
3000,47,1102,25315,31481,6166
3000,37,1114,19135,27485,8350
3000,104,1107,22614,33930,11316
3000,13,1113,27214,33223,6009
3000,92,1122,24408,28011,3603
3000,83,1093,26304,32626,6322
3000,22,1130,24181,35603,11422
3000,74,1130,23912,28728,4816
3000,74,1094,22624,29362,6738
15000,328,5544,160861,210238,49377
15000,204,5437,140040,195502,55462
15000,142,5506,147867,183694,35827
15000,118,5571,161264,215861,54597
15000,126,5519,151345,194592,43247
15000,70,5472,124285,191281,66996
15000,86,5478,175475,195885,20410
15000,82,5491,155743,199276,43533
15000,207,5482,148684,184536,35852
15000,81,5530,142334,191228,48894
15000,135,5473,173510,182876,9366
15000,69,5499,170593,189386,18793
15000,120,5523,137975,239717,101742
15000,151,5568,132968,224500,91532
15000,21,5510,146910,169911,23001
15000,86,5558,150936,181322,30386
15000,170,5549,138215,238115,99900
15000,160,5514,147092,176554,29462
15000,290,5459,180878,202657,21779
15000,178,5538,136118,181896,45778
15000,134,5513,168336,219710,51374
15000,262,5480,125513,181834,56321
15000,123,5513,155379,202397,47018
15000,152,5517,140657,182758,42101
15000,255,5501,148264,210835,62571
15000,302,5538,124222,283191,158969
15000,248,5494,135238,158940,23702
15000,151,5514,173929,218668,44739
15000,176,5535,175569,194215,18646
15000,117,5452,129101,160039,30938
15000,22,5549,125258,191845,66587
15000,203,5524,142879,182606,39727
15000,387,5451,130484,185108,54624
15000,197,5507,139340,186684,47344
15000,91,5537,147796,186899,39103
15000,63,5474,139182,175345,36163
15000,69,5519,130730,188360,57630
15000,16,5459,151685,169962,18277
15000,25,5496,161244,280992,119748
15000,99,5482,150268,168056,17788
15000,162,5469,157103,192840,35737
15000,134,5487,155298,179916,24618
15000,194,5515,147110,245097,97987
15000,152,5493,162299,194729,32430
15000,41,5473,162272,196560,34288
15000,178,5480,176752,189311,12559
15000,56,5533,175278,180560,5282
15000,216,5551,145974,206674,60700
15000,201,5533,156152,199782,43630
15000,297,5501,237097,262555,25458
27000,543,9994,275634,369345,93711
27000,192,10004,310587,340565,29978
27000,409,9949,306954,346520,39566
27000,162,9820,271002,341694,70692
27000,40,9989,270197,372958,102761
27000,151,9943,327684,389925,62241
27000,288,9980,291132,339889,48757
27000,273,9887,314386,327594,13208
27000,329,9840,293776,369824,76048
27000,81,10033,256125,332657,76532
27000,40,9912,342659,408130,65471
27000,249,9923,254969,310984,56015
27000,211,9868,263282,353227,89945
27000,282,9874,388690,421480,32790
27000,370,10005,288471,371577,83106
27000,338,9919,282282,379340,97058
27000,281,9881,340780,344092,3312
27000,173,9940,315555,336793,21238
27000,293,9914,248953,342925,93972
27000,298,9942,269406,353991,84585
27000,115,9925,281517,383644,102127
27000,90,9903,268170,336436,68266
27000,140,10048,280194,328145,47951
27000,56,9997,282580,310011,27431
27000,134,9938,317793,383636,65843
27000,195,9905,276181,362691,86510
27000,128,9916,287503,327519,40016
27000,225,9903,275992,350036,74044
27000,142,9944,278873,397674,118801
27000,325,9921,311910,421128,109218
27000,316,9887,301036,371146,70110
27000,326,9936,325010,330357,5347
27000,135,9970,264853,373251,108398
27000,59,9918,292413,331286,38873
27000,442,9896,295527,385740,90213
27000,263,9932,290114,376657,86543
27000,365,9917,264996,367044,102048
27000,326,9968,289636,357075,67439
27000,23,9937,263255,399390,136135
27000,65,9954,324724,358616,33892
27000,333,9943,233119,294741,61622
27000,208,9924,277252,402061,124809
27000,95,9918,289849,356726,66877
27000,201,9906,360390,369557,9167
27000,109,9910,303503,345598,42095
27000,282,9967,302394,339662,37268
27000,112,9978,284836,388074,103238
27000,333,9947,281638,378490,96852
27000,275,9896,273271,555861,282590
27000,218,9879,241916,387682,145766
39000,150,14430,350720,471212,120492
39000,82,14411,450691,559742,109051
39000,331,14307,512299,575509,63210
39000,338,14324,413586,565569,151983
39000,495,14323,474007,518026,44019
39000,344,14394,407401,505416,98015
39000,149,14307,441843,510991,69148
39000,409,14334,420139,516853,96714
39000,356,14355,400971,560634,159663
39000,273,14361,462072,563491,101419
39000,292,14427,473560,517692,44132
39000,318,14330,442553,478676,36123
39000,224,14242,416445,500247,83802
39000,25,14368,470134,507954,37820
39000,163,14321,394345,495274,100929
39000,226,14277,407795,514783,106988
39000,67,14352,482833,559816,76983
39000,459,14344,470406,621219,150813
39000,285,14261,348203,510556,162353
39000,221,14389,414689,522469,107780
39000,97,14405,404267,490332,86065
39000,382,14310,361738,478148,116410
39000,73,14343,408517,551125,142608
39000,203,14320,460140,632903,172763
39000,65,14308,472586,489155,16569
39000,315,14400,407520,539617,132097
39000,360,14374,510655,565809,55154
39000,84,14301,587104,667842,80738
39000,257,14367,514079,527538,13459
39000,242,14399,386478,483445,96967
39000,229,14260,406576,512198,105622
39000,272,14418,473959,486955,12996
39000,439,14235,501611,568673,67062
39000,128,14343,378242,474209,95967
39000,428,14444,502677,617993,115316
39000,67,14319,451426,505863,54437
39000,424,14356,406369,607682,201313
39000,73,14240,476187,602565,126378
39000,101,14291,460941,474374,13433
39000,133,14393,485228,583095,97867
39000,33,14283,405151,600002,194851
39000,392,14321,366854,482869,116015
39000,244,14403,401518,523423,121905
39000,399,14367,374331,506438,132107
39000,506,14380,403680,516847,113167
39000,214,14343,455334,466145,10811
39000,117,14192,450283,493510,43227
39000,104,14376,442185,532087,89902
39000,38,14333,419701,517700,97999
39000,228,14314,420528,595813,175285
51000,295,18719,532156,709596,177440
51000,788,18752,549082,790251,241169
51000,172,18752,693101,718081,24980
51000,540,18865,580659,718688,138029
51000,340,18829,572591,659782,87191
51000,125,18853,640500,851106,210606
51000,325,18795,750467,781353,30886
51000,299,18837,552052,679685,127633
51000,303,18650,555472,666972,111500
51000,259,18771,610113,668797,58684
51000,251,18741,720509,733797,13288
51000,356,18736,580067,708886,128819
51000,520,18861,650735,774841,124106
51000,304,18733,624398,664788,40390
51000,237,18817,556410,790969,234559
51000,343,18700,626170,715143,88973
51000,622,18608,538414,741297,202883
51000,175,18833,611139,783244,172105
51000,297,18750,548017,786434,238417
51000,178,18617,506433,669881,163448
51000,169,18769,653297,687398,34101
51000,303,18811,560569,704270,143701
51000,129,18778,618866,699903,81037
51000,75,18787,605026,711577,106551
51000,323,18769,567635,701204,133569
51000,203,18657,609002,764319,155317
51000,272,18731,546125,723155,177030
51000,253,18919,622990,683587,60597
51000,205,18745,709769,799922,90153
51000,653,18732,547318,643854,96536
51000,327,18938,584064,823530,239466
51000,363,18780,592276,676683,84407
51000,334,18747,534853,602302,67449
51000,396,18715,578459,662079,83620
51000,168,18669,563742,789183,225441
51000,208,18744,530743,691306,160563
51000,146,18784,514692,627472,112780
4000,31,1469,33279,43026,9747
4000,140,1501,29788,44465,14677
4000,107,1447,37908,49923,12015
4000,71,1494,28235,42751,14516
4000,97,1434,33760,38724,4964
4000,97,1458,36686,43326,6640
4000,102,1455,39211,42949,3738
4000,58,1471,45179,55284,10105
4000,51,1506,41511,42044,533
4000,137,1459,30874,42438,11564
4000,25,1487,36573,50304,13731
4000,72,1472,30509,48136,17627
4000,43,1479,35392,43458,8066
4000,110,1451,29543,41975,12432
4000,27,1453,41185,44825,3640
4000,120,1454,38438,43000,4562
4000,86,1477,46873,48957,2084
4000,104,1457,36592,41262,4670
4000,74,1481,34137,48618,14481
4000,80,1457,33719,50952,17233
4000,118,1476,48310,53286,4976
4000,79,1421,28332,40644,12312
4000,139,1472,39957,48928,8971
4000,69,1442,31992,41286,9294
4000,84,1493,51375,54083,2708
4000,108,1443,43665,48200,4535
4000,81,1451,35276,41740,6464
4000,146,1489,31607,40835,9228
4000,5,1452,34300,42468,8168
4000,112,1503,31351,38244,6893
4000,145,1453,34961,38688,3727
4000,102,1498,38285,40886,2601
4000,75,1458,29263,47841,18578
4000,104,1426,29910,44066,14156
4000,132,1463,33098,42559,9461
4000,146,1442,37057,49317,12260
4000,77,1474,36227,41720,5493
4000,72,1479,30875,53372,22497
4000,32,1492,33688,39998,6310
4000,72,1476,34862,41584,6722
4000,47,1428,35417,46681,11264
4000,35,1436,40856,44885,4029
4000,60,1482,46218,51718,5500
4000,78,1461,31441,48039,16598
4000,103,1434,31615,40845,9230
4000,95,1476,34459,53196,18737
4000,174,1468,32377,45802,13425
4000,65,1427,34889,43440,8551
4000,69,1488,29967,38584,8617
4000,40,1477,30226,42925,12699
16000,215,5861,169179,180452,11273
16000,343,5840,154891,207488,52597
16000,133,5836,159077,188022,28945
16000,119,5887,135700,198073,62373
16000,60,5864,197125,207958,10833
16000,64,5852,155145,246976,91831
16000,259,5904,141917,198248,56331
16000,98,5936,196103,201155,5052
16000,209,5879,169417,194964,25547
16000,101,5894,162543,203066,40523
16000,88,5862,166854,229597,62743
16000,135,5947,144830,176505,31675
16000,344,5933,146496,182850,36354
16000,238,5879,167248,201044,33796
16000,176,5868,242814,257718,14904
16000,317,5846,156942,242619,85677
16000,259,5880,158777,183889,25112
16000,85,5849,166416,181490,15074
16000,184,5904,162081,195751,33670
16000,273,5933,152616,220458,67842
16000,237,5837,160577,195481,34904
16000,216,5910,156035,172036,16001
16000,196,5862,143212,195222,52010
16000,165,5882,150873,176560,25687
16000,147,5901,169244,203185,33941
16000,206,5932,147609,222002,74393
16000,83,5892,148008,202548,54540
16000,154,5898,151658,182773,31115
16000,154,5898,200833,257899,57066
16000,278,5841,148565,195460,46895
16000,167,5937,138693,195126,56433
16000,72,5970,146421,173482,27061
16000,56,5880,152332,189498,37166
16000,309,5878,164202,194188,29986
16000,307,5929,149911,191078,41167
16000,189,5863,146151,228640,82489
16000,150,5921,158028,185342,27314
16000,249,5924,177060,212784,35724
16000,249,5915,135303,201509,66206
16000,261,5899,160095,195891,35796
16000,155,5829,142679,223403,80724
16000,386,5921,147068,225415,78347
16000,186,5867,155340,208372,53032
16000,128,5754,194701,203720,9019
16000,176,5853,192172,239763,47591
16000,227,5906,191444,233781,42337
16000,310,5835,161378,216785,55407
16000,92,5829,148061,181154,33093
16000,106,5830,143691,220387,76696
16000,168,5871,184058,253675,69617
28000,408,10372,275242,396837,121595
28000,190,10291,284917,323132,38215
28000,167,10257,287443,332915,45472
28000,243,10276,332548,423679,91131
28000,249,10328,397997,420671,22674
28000,267,10287,270928,405636,134708
28000,308,10299,253035,369701,116666
28000,212,10324,287018,398429,111411
28000,335,10244,274484,342522,68038
28000,234,10326,274514,343718,69204
28000,146,10299,284057,355615,71558
28000,219,10273,282947,422819,139872
28000,20,10328,240241,344156,103915
